,cue,association,explanation,relation
18089,upstream,swim,the fish would swim upstream.,UNK
18090,upstream,up,water flows up in an upstream,UNK
18091,upstream,water,an object is flowing upstream in the water.,UNK
18092,upstream,water,water flows upstream at times,UNK
18093,uptown,buildings,the uptown part of our city has a lot of buildings.,UNK
18094,uptown,cafes,the uptown part of my city has many cafes.,UNK
18095,uptown,house,my house is uptown the street,UNK
18096,uptown,rocket,the rocket uptown the sky,UNK
18097,uptown,sky,airplane uptown in the sky,UNK
18098,usual,boring,the usual work was getting boring for me.,UNK
18099,usual,boring,when you have the usual you sometimes find that boring,UNK
18100,usual,boring ,"something is usual can be boring because it is the same, day after day.",UNK
18101,usual,casual,usual clothing worn for a day are casual,UNK
18102,usual,common,if something is usual it is common.,UNK
18103,usual,customer,i loved when the usual customers would learn my name at work,UNK
18104,usual,easy,if something is of usual difficulty it is easy,UNK
18105,usual,event,"the event is not a usual one, it rarely happens.",UNK
18106,usual,everyday,everyday you follow your usual routine.,UNK
18107,usual,expected,if something is usual it is to be expected.,UNK
18108,usual,happen,this sport usually happens on the weekend.,UNK
18109,usual,known,the usual order was known to the cook.,UNK
18110,usual,name,john is a usual name for a catholic,UNK
18111,usual,normal,calling another person normal means you think they are very usual.,UNK
18112,usual,normal,usual means the same things as normal.,UNK
18113,usual,same ,your usual routine is the same routine that you always do.,UNK
18114,usual,suspect,the usual suspect committed the crime once again,UNK
18115,usual,suspects,i love the movie usual suspects.,UNK
18116,usual,used,"if you get the usual, it is something you a used to",UNK
18117,usually,always,"if something usually happens, then it doesn't always happen.",UNK
18118,usually,always,"something that usually happens, almost always does.",UNK
18119,usually,common,usually refers to a common routine or action.,UNK
18120,usually,constantly,the match is usually a constantly played game,UNK
18121,usually,habits,i usually stick to my established habits.,UNK
18122,usually,loved,and usually the boy was loved.,UNK
18123,usually,mostly,usually is another word for mostly.,UNK
18124,usually,normally,if something usually happens then its normal.,UNK
18125,usually,often,often is a synonym of usually,UNK
18126,usually,often,the game is usually and often played indoor,UNK
18127,usually,often,usually means something happens often,UNK
18128,usually,ordinary,when something usually happens it because ordinary.,UNK
18129,usually,people,some people usually have feelings.,UNK
18130,usually,regular ,usually we do stuff which we do on a regular basis,UNK
18131,usually,sometimes,usually and sometimes are opposites.,UNK
18132,usually,typically,usually is a synonym for typically.,UNK
18133,utility,education,nowadays the utility of education is more purposive thing,UNK
18134,utility,electric,electric bills are part of the utilities.,UNK
18135,utility,electric,the electric bill is a utility bill,UNK
18136,utility,electricity,electricity is one of the best known utilities.,UNK
18137,utility,money,there are more and more available utility for money in this environmental society,UNK
18138,utility,water,a normal utility bill is the water bill,UNK
18139,utility,water,water is a powerful utility.,UNK
18140,utilize,advantage,the basketball coach has the advantage of utilizing a very solid line up.,UNK
18141,utilize,advantage,the team utilized their height advantage to win the game.,Action
18142,utilize,advantage,utilize or take advantage of the tools you have.,Synonym
18143,utilize,apply,utilizing a tool means to apply it to something.,UNK
18144,utilize,customize,utilize is also defined as the customize,UNK
18145,utilize,employ,utilize has a similar meaning as employ.,UNK
18146,utilize,energy,the energy has to be utilised.,UNK
18147,utilize,fork,the man had to utilize a fork to eat,UNK
18148,utilize,pen,the boy had to utilize a pen to write his letter,UNK
18149,utilize,power,power is meant to be utilised.,UNK
18150,utilize,skills,many jobs require that people utilize certain skills efficiently.,UNK
18151,utilize,tools,many laborious jobs require utilizing tools.,UNK
18152,utilize,tools,tools are something that you utilize.,UNK
18153,utilize,use,a good student learns to utilize what he has learned and use his knowledge wisely.,UNK
18154,utilize,use,to utilize means to use.,UNK
18155,utilize,use,use is the synonym of the utilize,UNK
18156,utilize,use,utilize has a similar meaning as use.,UNK
18157,utilize,use,"we must use our smarts, as the other team will utilize their athletic talent.",UNK
18158,utilize,use,"when you utilize something, you use it.",UNK
18159,utilize,use ,"if you utilize an item, you are using it.",UNK
18160,vacancy,apartment,the apartments currently have many vacancies.,UNK
18161,vacancy,empty,a vacant lot is an empty lot.,UNK
18162,vacancy,empty,"if a hotel is empty, it has a vacancy.",UNK
18163,vacancy,empty,"if the hotel has a vacancy, it means one of their rooms is empty.",UNK
18164,vacancy,empty,the vacancy is empty for now.,UNK
18165,vacancy,empty,the vacancy sign was broken but i knew there were empty rooms in the motel.,UNK
18166,vacancy,homeless,"i don't understand how cities bemoan the ""vacant house issue"" and simultaneously refuse to house homeless people",UNK
18167,vacancy,hotel,"if a hotel has an empty room, they have a vacancy.",UNK
18168,vacancy,hotel,"if a hotel has vacancies, there are rooms available.",UNK
18169,vacancy,hotel,the hotel had a room vacancy for the night i needed.,UNK
18170,vacancy,hotel ,the signs outside the hotel advertise a vacancy.,UNK
18171,vacancy,house,the house was soon to experience a vacancy.,UNK
18172,vacancy,house,there was a vacancy in the house.,UNK
18173,vacancy,job,the job has no vacancy.,UNK
18174,vacancy,luke,"luke wilson starred in the movie ""vacancy.""",UNK
18175,vacancy,obvious,i feel that any abandoned building with obvious vacancy should legally be fair game for use as a shelter,UNK
18176,vacancy,onerepublic,"onerepublic recorded a song called ""no vacancy.""",UNK
18177,vacancy,opening ,if there is a job opening it means they have a vacancy.,UNK
18178,vacancy,space,when there is vacancy there is space.,UNK
18179,vacancy,tickets,the more vacancy the more tickets available.,UNK
18180,vacation,beach,we wanted a beach vacation this year.,UNK
18181,vacation,camping,the family went on a camping vacation over the summer,UNK
18182,vacation,chevy,"chevy chase starred in a move called ""vacation.""",Thematic
18183,vacation,disney,many people go to a disney park for vacation.,UNK
18184,vacation,family,when you go on vacation you usually take your family,UNK
18185,vacation,hawaii,my favorite place to vacation is hawaii.,UNK
18186,vacation,hawaii,the newlyweds went on vacation to hawaii,UNK
18187,vacation,holiday,if i got holiday i will go to vacations,UNK
18188,vacation,holiday,one of the holidays falls on a day during my vacation.,UNK
18189,vacation,home,a vacation home is some place to get away from your regular life.,UNK
18190,vacation,may,every year vacation leave is may month,UNK
18191,vacation,planned,the vacation was planned in advance.,UNK
18192,vacation,relax,i go on vacation to relax.,UNK
18193,vacation,time,it is time to go on vacation.,UNK
18194,vacation,tour,i went tour on my vacation,UNK
18195,vacation,travel,do you have any travel plan during the vacation/,UNK
18196,vacation,trips,vacation trips can involve going to a hotel or camping.,UNK
18197,vacation,volcano,they took a vacation to a popular volcano.,UNK
18198,vacation,work,when i am sick of work i like to take a vacation,UNK
18199,vacuum,clean,a vacuum aids in heling to clean my house,UNK
18200,vacuum,clean,vacuum is used to clean the floor.,UNK
18201,vacuum,dirty,every week i vacuum the floor to remove the dirty.,UNK
18202,vacuum,hose,i think of a vacuum as having a long hose so that one can use it in the corners.,UNK
18203,vacuum,house,i use a vacuum in my house,UNK
18204,vacuum,neat,i vacuum my room daily because i like to be neat to look this.,UNK
18205,vacuum,noisy,a vacuum is noisy when it is working.,HasProperty
18206,vacuum,suction,i think of a good vacuum as having great suction so that it can suck up dirt and debris.,UNK
18207,vampire,bat,the vampire morphed into a bat.,UNK
18208,vampire,blood,it has been said that vampires suck blood.,UNK
18209,vampire,blood,the vampire thirsted for blood.,UNK
18210,vampire,blood,the vampires are known to suck blood.,UNK
18211,vampire,blood,vampires are known to drink blood.,UNK
18212,vampire,blood,vampires drink peoples' blood through their fangs.,UNK
18213,vampire,blood,you always see in the movies vampires drinking blood.,UNK
18214,vampire,demon,demon is the another word of vampire,UNK
18215,vampire,dracula,dracula is the most commonly known vampire,UNK
18216,vampire,dracula,dracula is the most well-known vampire.,UNK
18217,vampire,evil,"vampires are evil, i don't know if they exist though.",UNK
18218,vampire,fangs,the vampires have sharp fangs.,UNK
18219,vampire,garlic,garlic can be used to keep vampires away,UNK
18220,vampire,ghost,vampire is also defined as the ghost.,UNK
18221,vampire,halloween,i am going to dress up like a vampire this halloween.,UNK
18222,vampire,night,vampires come out at night only.,UNK
18223,vampire,sharp,a vampire has two sharp teeth.,HasProperty
18224,vampire,sunlight,a vampire is afraid of being exposed to sunlight.,Thematic
18225,variable,changeable,variable is another word for changeable.,UNK
18226,variable,changing,a variable is changing throughout an experiment.,UNK
18227,variable,component,there are many components when you have variables.,UNK
18228,variable,difference,"when there is variables, there are differences.",UNK
18229,variable,different,a variable means something is different.,UNK
18230,variable,equation,a variable is part of an equation.,UNK
